,state,action,reward,new_state,terminal
206,"(0.21871019899845123, 0.396369993686676, -0.005526632070541382, -0.008096684515476228, 0.0021156668663024902, 0.00018289703875780107, 1.2681076526641846, -0.043861787766218185)","[1, 0]",-1.8418636509871722,"(0.16407132148742676, 0.410898894071579, -0.004028697498142719, -0.005463887751102448, 0.0014528900384902955, 0.00014979345723986626, 1.3681076765060425, -0.043861787766218185)",False
207,"(0.16407132148742676, 0.410898894071579, -0.004028697498142719, -0.005463887751102448, 0.0014528900384902955, 0.00014979345723986626, 1.3681076765060425, -0.043861787766218185)","[-1, -1]",-1.8886657679372092,"(0.11318688094615936, 0.4332728683948517, -0.0025704666040837765, -0.00508844405412674, 0.0022373974323272707, 0.00014582308940589428, 1.2681076526641846, -0.05084310472011566)",False
208,"(0.11318688094615936, 0.4332728683948517, -0.0025704666040837765, -0.00508844405412674, 0.0022373974323272707, 0.00014582308940589428, 1.2681076526641846, -0.05084310472011566)","[1, 1]",-1.8581566999840153,"(0.034943804144859314, 0.4585922956466675, -0.0007196502992883325, -0.007824307680130005, 0.00253194272518158, 0.0001850816304795444, 1.3681076765060425, -0.043861787766218185)",False
209,"(0.034943804144859314, 0.4585922956466675, -0.0007196502992883325, -0.007824307680130005, 0.00253194272518158, 0.0001850816304795444, 1.3681076765060425, -0.043861787766218185)","[1, 1]",-1.8192868618203393,"(-0.07413846254348755, 0.47071629762649536, 0.0015861582942306995, -0.010908226668834687, 0.0012124001979827881, 0.0002305808593519032, 1.4681077003479004, -0.03688047081232071)",False
210,"(-0.07413846254348755, 0.47071629762649536, 0.0015861582942306995, -0.010908226668834687, 0.0012124001979827881, 0.0002305808593519032, 1.4681077003479004, -0.03688047081232071)","[-1, -1]",-1.7539180149388571,"(-0.187649205327034, 0.45996367931365967, 0.003985465969890356, -0.011351074278354646, -0.0010752618312835694, 0.00023993076756596566, 1.3681076765060425, -0.043861787766218185)",False
211,"(-0.187649205327034, 0.45996367931365967, 0.003985465969890356, -0.011351074278354646, -0.0010752618312835694, 0.00023993076756596566, 1.3681076765060425, -0.043861787766218185)","[1, 0]",-1.648982940392193,"(-0.27531084418296814, 0.4315500855445862, 0.006042230874300003, -0.008766163885593415, -0.002841359376907349, 0.0002056764904409647, 1.4681077003479004, -0.043861787766218185)",False
212,"(-0.27531084418296814, 0.4315500855445862, 0.006042230874300003, -0.008766163885593415, -0.002841359376907349, 0.0002056764904409647, 1.4681077003479004, -0.043861787766218185)","[1, -1]",-1.6400643784894762,"(-0.3267197012901306, 0.39985162019729614, 0.007582153659313917, -0.0051408857107162476, -0.003169846534729004, 0.00015399227850139142, 1.5681077241897583, -0.05084310472011566)",False
213,"(-0.3267197012901306, 0.39985162019729614, 0.007582153659313917, -0.0051408857107162476, -0.003169846534729004, 0.00015399227850139142, 1.5681077241897583, -0.05084310472011566)","[1, -1]",-1.7290613194834736,"(-0.3550088405609131, 0.37780138850212097, 0.008757666684687138, -0.0028289139270782472, -0.002205023169517517, 0.00011755130253732204, 1.6681077480316162, -0.05782442167401314)",False
214,"(-0.3550088405609131, 0.37780138850212097, 0.008757666684687138, -0.0028289139270782472, -0.002205023169517517, 0.00011755130253732204, 1.6681077480316162, -0.05782442167401314)","[-1, 0]",-1.8424665884331466,"(-0.3869416117668152, 0.37027958035469055, 0.009920108132064342, -0.00319327712059021, -0.000752180814743042, 0.0001162441447377205, 1.5681077241897583, -0.05782442167401314)",False
215,"(-0.3869416117668152, 0.37027958035469055, 0.009920108132064342, -0.00319327712059021, -0.000752180814743042, 0.0001162441447377205, 1.5681077241897583, -0.05782442167401314)","[0, -1]",-1.734033645121632,"(-0.4507817029953003, 0.37192049622535706, 0.01145540177822113, -0.006384009122848511, 0.0001640915870666504, 0.0001535293646156788, 1.5681077241897583, -0.06480573862791061)",False
216,"(-0.4507817029953003, 0.37192049622535706, 0.01145540177822113, -0.006384009122848511, 0.0001640915870666504, 0.0001535293646156788, 1.5681077241897583, -0.06480573862791061)","[0, 1]",-1.7618269924318226,"(-0.5629339814186096, 0.36750566959381104, 0.013599327765405178, -0.011215227842330934, -0.00044148266315460207, 0.00021439259871840479, 1.5681077241897583, -0.05782442167401314)",False
217,"(-0.5629339814186096, 0.36750566959381104, 0.013599327765405178, -0.011215227842330934, -0.00044148266315460207, 0.00021439259871840479, 1.5681077241897583, -0.05782442167401314)","[0, 0]",-1.5970710774826897,"(-0.713567852973938, 0.33737048506736755, 0.016232134774327278, -0.015063387155532838, -0.0030135184526443484, 0.00026328070089221, 1.5681077241897583, -0.05782442167401314)",False
218,"(-0.713567852973938, 0.33737048506736755, 0.016232134774327278, -0.015063387155532838, -0.0030135184526443484, 0.00026328070089221, 1.5681077241897583, -0.05782442167401314)","[-1, 0]",-1.4621669247269886,"(-0.8633840084075928, 0.26934972405433655, 0.01881866715848446, -0.01498161554336548, -0.006802076101303101, 0.00025865323841571807, 1.4681077003479004, -0.05782442167401314)",False
219,"(-0.8633840084075928, 0.26934972405433655, 0.01881866715848446, -0.01498161554336548, -0.006802076101303101, 0.00025865323841571807, 1.4681077003479004, -0.05782442167401314)","[0, 1]",-1.2294263881474388,"(-0.9641931653022766, 0.16955676674842834, 0.020679235458374023, -0.010080915689468384, -0.009979295730590821, 0.00018605682998895645, 1.4681077003479004, -0.05084310472011566)",False
220,"(-0.9641931653022766, 0.16955676674842834, 0.020679235458374023, -0.010080915689468384, -0.009979295730590821, 0.00018605682998895645, 1.4681077003479004, -0.05084310472011566)","[0, 0]",-1.0050720632139054,"(-0.9927014112472534, 0.05973352491855621, 0.02146042138338089, -0.0028508245944976808, -0.010982324182987214, 7.811859250068666e-05, 1.4681077003479004, -0.05084310472011566)",False
221,"(-0.9927014112472534, 0.05973352491855621, 0.02146042138338089, -0.0028508245944976808, -0.010982324182987214, 7.811859250068666e-05, 1.4681077003479004, -0.05084310472011566)","[1, -1]",-0.9136730051539895,"(-0.9652020335197449, -0.03989149257540703, 0.0213604923337698, 0.0027499377727508547, -0.009962501749396325, -9.992904961109162e-06, 1.5681077241897583, -0.05782442167401314)",False
222,"(-0.9652020335197449, -0.03989149257540703, 0.0213604923337698, 0.0027499377727508547, -0.009962501749396325, -9.992904961109162e-06, 1.5681077241897583, -0.05782442167401314)","[1, 1]",-1.0260050017886122,"(-0.9142593741416931, -0.1261732578277588, 0.02082696184515953, 0.005094265937805176, -0.008628176525235176, -5.3353048861026765e-05, 1.6681077480316162, -0.05084310472011566)",False
223,"(-0.9142593741416931, -0.1261732578277588, 0.02082696184515953, 0.005094265937805176, -0.008628176525235176, -5.3353048861026765e-05, 1.6681077480316162, -0.05084310472011566)","[1, 0]",-1.0729690029002974,"(-0.8496763110160828, -0.20969264209270477, 0.02001212164759636, 0.006458306312561036, -0.008351938426494598, -8.148401975631714e-05, 1.7681077718734741, -0.05084310472011566)",False
224,"(-0.8496763110160828, -0.20969264209270477, 0.02001212164759636, 0.006458306312561036, -0.008351938426494598, -8.148401975631714e-05, 1.7681077718734741, -0.05084310472011566)","[1, 0]",-1.1999284280933011,"(-0.7476761937141418, -0.29503747820854187, 0.01859750784933567, 0.010200011730194093, -0.00853448361158371, -0.00014146137982606888, 1.868107795715332, -0.05084310472011566)",False
225,"(-0.7476761937141418, -0.29503747820854187, 0.01859750784933567, 0.010200011730194093, -0.00853448361158371, -0.00014146137982606888, 1.868107795715332, -0.05084310472011566)","[1, -1]",-1.366557277026878,"(-0.5836590528488159, -0.3669520914554596, 0.01622864603996277, 0.016401714086532595, -0.007191461324691773, -0.0002368861809372902, 1.96810781955719, -0.05782442167401314)",False
226,"(-0.5836590528488159, -0.3669520914554596, 0.01622864603996277, 0.016401714086532595, -0.007191461324691773, -0.0002368861809372902, 1.96810781955719, -0.05782442167401314)","[1, 1]",-1.6083234959532153,"(-0.37383732199668884, -0.3997954726219177, 0.01310284435749054, 0.020982173085212708, -0.003284338116645813, -0.0003125801682472229, 2.068107843399048, -0.05084310472011566)",False
227,"(-0.37383732199668884, -0.3997954726219177, 0.01310284435749054, 0.020982173085212708, -0.003284338116645813, -0.0003125801682472229, 2.068107843399048, -0.05084310472011566)","[-1, 1]",-1.8618411880060168,"(-0.17777414619922638, -0.3820258677005768, 0.01003577932715416, 0.01960631757974625, 0.0017769604921340943, -0.00030670650303363803, 1.96810781955719, -0.043861787766218185)",False
228,"(-0.17777414619922638, -0.3820258677005768, 0.01003577932715416, 0.01960631757974625, 0.0017769604921340943, -0.00030670650303363803, 1.96810781955719, -0.043861787766218185)","[1, -1]",-1.9156381778209604,"(-0.055259156972169876, -0.3298589289188385, 0.007882495410740376, 0.012251498922705651, 0.0052166938781738285, -0.0002153283916413784, 2.068107843399048, -0.05084310472011566)",False
229,"(-0.055259156972169876, -0.3298589289188385, 0.007882495410740376, 0.012251498922705651, 0.0052166938781738285, -0.0002153283916413784, 2.068107843399048, -0.05084310472011566)","[1, -1]",-2.133987409940372,"(-0.02080891840159893, -0.2754283845424652, 0.006892549805343151, 0.0034450238570570947, 0.005443054437637329, -9.899456053972245e-05, 2.168107748031616, -0.05782442167401314)",False
230,"(-0.02080891840159893, -0.2754283845424652, 0.006892549805343151, 0.0034450238570570947, 0.005443054437637329, -9.899456053972245e-05, 2.168107748031616, -0.05782442167401314)","[1, 0]",-2.290704976450381,"(-0.040692366659641266, -0.24202919006347656, 0.006636620033532381, -0.0019883448258042336, 0.003339919447898865, -2.5592977181077003e-05, 2.2681076526641846, -0.05782442167401314)",False
231,"(-0.040692366659641266, -0.24202919006347656, 0.006636620033532381, -0.0019883448258042336, 0.003339919447898865, -2.5592977181077003e-05, 2.2681076526641846, -0.05782442167401314)","[-1, 1]",-2.3759185969472867,"(-0.07040923833847046, -0.23135069012641907, 0.006508267018944025, -0.0029716871678829196, 0.0010678499937057495, -1.2835301458835603e-05, 2.168107748031616, -0.05084310472011566)",False
232,"(-0.07040923833847046, -0.23135069012641907, 0.006508267018944025, -0.0029716871678829196, 0.0010678499937057495, -1.2835301458835603e-05, 2.168107748031616, -0.05084310472011566)","[1, 0]",-2.226020752503158,"(-0.08997035026550293, -0.2323068380355835, 0.006223381496965885, -0.001956111192703247, -9.561479091644288e-05, -2.848855219781399e-05, 2.2681076526641846, -0.05084310472011566)",False
233,"(-0.08997035026550293, -0.2323068380355835, 0.006223381496965885, -0.001956111192703247, -9.561479091644288e-05, -2.848855219781399e-05, 2.2681076526641846, -0.05084310472011566)","[0, 1]",-2.3024060618406375,"(-0.10417897254228592, -0.23753470182418823, 0.005845565348863602, -0.0014208622276782991, -0.0005227863788604736, -3.778161481022835e-05, 2.2681076526641846, -0.043861787766218185)",False
234,"(-0.10417897254228592, -0.23753470182418823, 0.005845565348863602, -0.0014208622276782991, -0.0005227863788604736, -3.778161481022835e-05, 2.2681076526641846, -0.043861787766218185)","[0, -1]",-2.2635550187452975,"(-0.11845434457063675, -0.24880488216876984, 0.005458869505673647, -0.0014275372028350831, -0.0011270180344581605, -3.866958431899548e-05, 2.2681076526641846, -0.05084310472011566)",False
235,"(-0.11845434457063675, -0.24880488216876984, 0.005458869505673647, -0.0014275372028350831, -0.0011270180344581605, -3.866958431899548e-05, 2.2681076526641846, -0.05084310472011566)","[1, 1]",-2.2640888844810223,"(-0.1244262084364891, -0.269188791513443, 0.004958495497703552, -0.0005971863865852356, -0.0020383909344673158, -5.003740079700947e-05, 2.368107557296753, -0.043861787766218185)",False
236,"(-0.1244262084364891, -0.269188791513443, 0.004958495497703552, -0.0005971863865852356, -0.0020383909344673158, -5.003740079700947e-05, 2.368107557296753, -0.043861787766218185)","[-1, -1]",-2.328224307580991,"(-0.10958288609981537, -0.2955665588378906, 0.004174608737230301, 0.0014843322336673737, -0.0026377767324447634, -7.838867604732515e-05, 2.2681076526641846, -0.05084310472011566)",False
237,"(-0.10958288609981537, -0.2955665588378906, 0.004174608737230301, 0.0014843322336673737, -0.0026377767324447634, -7.838867604732515e-05, 2.2681076526641846, -0.05084310472011566)","[1, 0]",-2.2504356484690695,"(-0.07203751057386398, -0.32150039076805115, 0.0030803526751697063, 0.0037545375525951385, -0.0025933831930160522, -0.00010942560620605946, 2.368107557296753, -0.05084310472011566)",False
238,"(-0.07203751057386398, -0.32150039076805115, 0.0030803526751697063, 0.0037545375525951385, -0.0025933831930160522, -0.00010942560620605946, 2.368107557296753, -0.05084310472011566)","[0, -1]",-2.369783419223339,"(-0.017685120925307274, -0.34472915530204773, 0.0017622483428567648, 0.005435238964855671, -0.0023228764533996583, -0.00013181043323129416, 2.368107557296753, -0.05782442167401314)",False
239,"(-0.017685120925307274, -0.34472915530204773, 0.0017622483428567648, 0.005435238964855671, -0.0023228764533996583, -0.00013181043323129416, 2.368107557296753, -0.05782442167401314)","[-1, -1]",-2.427906419638326,"(0.05559193342924118, -0.36709895730018616, 0.0002015672653215006, 0.007327705435454846, -0.002236980199813843, -0.00015606810775352644, 2.2681076526641846, -0.06480573862791061)",False
240,"(0.05559193342924118, -0.36709895730018616, 0.0002015672653215006, 0.007327705435454846, -0.002236980199813843, -0.00015606810775352644, 2.2681076526641846, -0.06480573862791061)","[-1, 0]",-2.4091646706300085,"(0.16165706515312195, -0.3856988251209259, -0.0017889627488330007, 0.010606513172388077, -0.0018599867820739747, -0.00019905300141545015, 2.168107748031616, -0.06480573862791061)",False
241,"(0.16165706515312195, -0.3856988251209259, -0.0017889627488330007, 0.010606513172388077, -0.0018599867820739747, -0.00019905300141545015, 2.168107748031616, -0.06480573862791061)","[0, 0]",-2.392195078055887,"(0.3072029948234558, -0.38745033740997314, -0.004310780204832554, 0.014554592967033387, -0.00017515122890472413, -0.00025218174559995534, 2.168107748031616, -0.06480573862791061)",False
242,"(0.3072029948234558, -0.38745033740997314, -0.004310780204832554, 0.014554592967033387, -0.00017515122890472413, -0.00025218174559995534, 2.168107748031616, -0.06480573862791061)","[-1, 0]",-2.5106612386043583,"(0.4710114896297455, -0.35713672637939453, -0.0070825135335326195, 0.016380849480628967, 0.0030313611030578615, -0.0002771733328700066, 2.068107843399048, -0.06480573862791061)",False
243,"(0.4710114896297455, -0.35713672637939453, -0.0070825135335326195, 0.016380849480628967, 0.0030313611030578615, -0.0002771733328700066, 2.068107843399048, -0.06480573862791061)","[0, 0]",-2.5584240370537286,"(0.6099775433540344, -0.2924710512161255, -0.0095041049644351, 0.013896605372428894, 0.006466567516326904, -0.00024215914309024813, 2.068107843399048, -0.06480573862791061)",False
244,"(0.6099775433540344, -0.2924710512161255, -0.0095041049644351, 0.013896605372428894, 0.006466567516326904, -0.00024215914309024813, 2.068107843399048, -0.06480573862791061)","[-1, -1]",-2.6944351505853814,"(0.6919261813163757, -0.20912601053714752, -0.011104563251137733, 0.00819486379623413, 0.008334504067897796, -0.0001600458286702633, 1.96810781955719, -0.07178705930709839)",False
245,"(0.6919261813163757, -0.20912601053714752, -0.011104563251137733, 0.00819486379623413, 0.008334504067897796, -0.0001600458286702633, 1.96810781955719, -0.07178705930709839)","[1, -1]",-2.73756595166515,"(0.7222754955291748, -0.12774431705474854, -0.011927991174161434, 0.0030349314212799075, 0.0081381693482399, -8.234279230237008e-05, 2.068107843399048, -0.07876837998628616)",False
